TARA_145	TARA_152	TARA_66
4801596	0.470588235294118	0.571428571428571	0
5173018	0.55	0.478260869565217	0
2751638	0.526315789473684	0.5	0
526495_1	0.230769230769231	0.230769230769231	0.8
526495_2	0.230769230769231	0.230769230769231	0.8
2933206	0.4	0.411764705882353	1
4984960	0.428571428571429	0.478260869565217	1
3429189	0.590909090909091	0.458333333333333	1
2526512	0.333333333333333	0.565217391304348	0
1320577	0.625	0.363636363636364	0
977931	0.571428571428571	0.583333333333333	0
1945415	0.590909090909091	0.409090909090909	0.0625
2507384	0.8	0.423076923076923	1
1421096	0.458333333333333	0.227272727272727	0
5224538	0.130434782608696	0.391304347826087	0
42409_1	0.111111111111111	0.5	0
42409_2	0.111111111111111	0.5	0
2163224	0.315789473684211	0.608695652173913	1
4019333	0.35	0.6	0
1001315	0.363636363636364	0.36	1
399758	0.56	0.423076923076923	1
658644	0.6	0.523809523809524	0
3364111	0.481481481481481	0.833333333333333	1
2515979	0.521739130434783	0.423076923076923	1
555554	0.588235294117647	0.44	0
4735221_1	0.454545454545455	0.421052631578947	1
4735221_2	0.454545454545455	0.421052631578947	1
977785	0.0588235294117647	0.478260869565217	0
5427525	0.526315789473684	0.470588235294118	1
6021728	0.894736842105263	0.526315789473684	1
395871	0.5	0.541666666666667	0
4807877	0.5	0.4	1
6262692	0.578947368421053	0.4	0
2577828	0.5	0.611111111111111	0
4727564	0.416666666666667	0.538461538461538	1
4585803	0.0769230769230769	0.105263157894737	0
5954100	0.428571428571429	0.576923076923077	0
3481973	0.434782608695652	0.304347826086957	0
5073688	0.294117647058824	0.333333333333333	0
1822421	0.538461538461538	0.833333333333333	1
22199	0.222222222222222	0.433333333333333	0
795203	0.545454545454545	0.6	1
116974	0.55	0.307692307692308	0
6489147	0.571428571428571	0.461538461538462	0
2145498_1	0.631578947368421	0.954545454545455	1
2145498_2	0.631578947368421	0.954545454545455	1
5540249	0.05	0.173913043478261	0
2110746	1	1	0.631578947368421
4729193	0.473684210526316	0.291666666666667	0
803560	0.5	0.363636363636364	1
2393432	0.739130434782609	0.652173913043478	1
2539876	0.294117647058824	0.6875	0.764705882352941
3177999	0.214285714285714	0.5	0
706342_1	0.5	0.764705882352941	1
706342_2	0.5	0.764705882352941	1
2108047	0.821428571428571	0.576923076923077	1
225470	0.5625	0.75	0.4
1695299	0.44	0.535714285714286	0
1575478	0.25	0.538461538461538	0
3679568	0.428571428571429	0.521739130434783	0
5831392	0.739130434782609	0.421052631578947	1
1367183	0.521739130434783	0.384615384615385	1
3100358	0.533333333333333	0.45	0
2415890	0.391304347826087	0.458333333333333	0
1689173	0.263157894736842	0.541666666666667	0
1487488	0.681818181818182	0.611111111111111	1
2931336	0.565217391304348	0.375	0.894736842105263
84437_1	0.476190476190476	0.833333333333333	1
84437_2	0.476190476190476	0.833333333333333	1
2860390	0.363636363636364	0.5	0
3864376	0.5	0.681818181818182	1
538299	0.3	0.5	0
5515012	0.423076923076923	0.483870967741935	1
892179	0.384615384615385	0.461538461538462	0
5303777	0.461538461538462	0.181818181818182	0
2412483_1	0.45	0.380952380952381	0
2412483_2	0.45	0.380952380952381	0
5327949	0.458333333333333	0.421052631578947	1
1670616	0.428571428571429	0.653846153846154	1
2865494_1	0.666666666666667	0.739130434782609	1
2865494_2	0.666666666666667	0.739130434782609	1
246321	0.947368421052632	0.695652173913043	1
1348053	0.473684210526316	0.521739130434783	0
234770	0.333333333333333	0.5	0
691571	0.454545454545455	0.523809523809524	1
4188656	0.136363636363636	0.375	0
2081038	0.444444444444444	0.294117647058824	0
1544262	0.6	0.695652173913043	1
1047911	0.535714285714286	0.6	1
4756717	0.571428571428571	0.695652173913043	1
3115636	0.423076923076923	0.266666666666667	0
1450528	0.571428571428571	0.55	1
3061173	0.565217391304348	0.333333333333333	0
5589679	0.529411764705882	0.3125	0.2
4023572	0.636363636363636	0.64	1
110705	0.76	0.625	1
4270520	0.619047619047619	0.652173913043478	1
4527546	0.625	0.481481481481481	1
1212752	0.555555555555556	0.5	1
2449888	0.523809523809524	0.681818181818182	1
3539572	0.454545454545455	0.724137931034483	1
5925514	0.733333333333333	0.555555555555556	1
5212215	0.5625	0.481481481481481	1
1246560	0.44	0.12	0
1367644	0.130434782608696	0.4	0
3677638	0	0.384615384615385	0.25
5151637	0.277777777777778	0.4	0
4324678	0.384615384615385	0.275862068965517	0
4384667	0.7	0.916666666666667	1
552202	0.307692307692308	0.516129032258065	0
3944371	0.9	0.571428571428571	1
477968	0.76	0.733333333333333	1
313036	0.434782608695652	0.521739130434783	0
2841787	0.947368421052632	0.875	0.4375
1679582	0.769230769230769	0.6	1
3838745	0.541666666666667	0.708333333333333	1
677588	0.25	0.25	0
2680535	0.166666666666667	0.4	0
1365826	0.545454545454545	0.56	1
5268325	0.423076923076923	0.428571428571429	0
5989551	0.296296296296296	0.24	0.705882352941177
4407383	0.5	0.666666666666667	1
1253234	0.695652173913043	0.652173913043478	0.785714285714286
5304432	0.846153846153846	0.72	0.588235294117647
4782496	0.125	0.193548387096774	0.0526315789473684
5052769	0.0476190476190476	0.241379310344828	0
2516364	0.352941176470588	0.392857142857143	0
924497	0.4	0.230769230769231	0
3699682	0.5	0.523809523809524	0.235294117647059
4991724	0.68	0.571428571428571	1
4539564	0.5	0.789473684210526	0.933333333333333
5207890	0.6	0.555555555555556	1
4655517	0.681818181818182	0.566666666666667	1
1616245	0.2	0.444444444444444	0
5138184	0.416666666666667	0.423076923076923	0
1935135	0.823529411764706	0.588235294117647	1
5833391	0.684210526315789	0.733333333333333	1
1231280	0.607142857142857	0.76	1
1694630	0.7	0.76	1
6458308	0.842105263157895	0.692307692307692	1
4992631	0.416666666666667	0.32258064516129	0
2746751	0.423076923076923	0.454545454545455	0
2651105_1	0.235294117647059	0.304347826086957	0
2651105_2	0.235294117647059	0.304347826086957	0
1506042	0.722222222222222	0.695652173913043	1
4126717	0.652173913043478	0.548387096774194	1
947165	0.192307692307692	0.44	0
3608053	0.36	0.5	0
2255394	0.4	0.28	0
6139230	0.714285714285714	0.578947368421053	1
51398	0.409090909090909	0.321428571428571	0
3935940	0.642857142857143	0.476190476190476	1
5037348	0	0.333333333333333	0.411764705882353
4749545	0.928571428571429	0.739130434782609	1
1265929	0.272727272727273	0.36	0
404814	0.444444444444444	0.5	0.428571428571429
3317690	0.391304347826087	0.428571428571429	0
3518474	0.578947368421053	0.227272727272727	0.3
1608761	0.6	0.708333333333333	1
3831325	0.695652173913043	0.666666666666667	1
5519370	0.588235294117647	0.791666666666667	1
1323160	0.363636363636364	0.368421052631579	0
4802922_1	0.4	0.611111111111111	0.466666666666667
4802922_2	0.4	0.611111111111111	0.466666666666667
2376503	0.466666666666667	0.772727272727273	0.578947368421053
358327	0.636363636363636	0.620689655172414	1
2586232	0.692307692307692	0.705882352941177	1
3375058	0.571428571428571	0.666666666666667	1
1975340	0.235294117647059	0.375	0
4481275	0.333333333333333	0.0909090909090909	0
1784163	0.423076923076923	0.25	0
6199860	0.347826086956522	0.363636363636364	0
4731723_1	0.72	0.758620689655172	1
4731723_2	0.72	0.758620689655172	1
527725	0.318181818181818	0.233333333333333	0
1855751	0.714285714285714	0.555555555555556	1
5377831	0.666666666666667	0.722222222222222	1
5925115	0.88	0.64	1
472592	0.666666666666667	0.481481481481481	0.833333333333333
3855532	0.6	0.72	1
3016999	0.782608695652174	0.608695652173913	1
6238433	0.653846153846154	0.789473684210526	1
2070916	0	0	0.214285714285714
1165634	0.296296296296296	0.3	0
4320281	0.380952380952381	0.25	0
442754	0.814814814814815	0.827586206896552	0.5625
5705042	0.391304347826087	0.375	0
5244536	0.222222222222222	0.363636363636364	0
5845759	0.181818181818182	0.344827586206897	0
4403361_1	0.461538461538462	0.444444444444444	0.0833333333333333
4403361_2	0.461538461538462	0.444444444444444	0.0833333333333333
543125	0.470588235294118	0.294117647058824	0.166666666666667
4818876	0.884615384615385	0.68	1
4374312	0.80952380952381	0.692307692307692	1
479193	0.214285714285714	0.107142857142857	0
3087731	0.346153846153846	0.347826086956522	0
3135298	0.37037037037037	0.296296296296296	0
1347525	0.652173913043478	0.653846153846154	1
3044355	0.875	0.666666666666667	1
2538728	0.947368421052632	0.730769230769231	1
5710701	0.666666666666667	0.555555555555556	0.875
1219861	0.269230769230769	0.294117647058824	0
2866294	0.304347826086957	0.366666666666667	0.0476190476190476
1277893	0.235294117647059	0.32	0.352941176470588
585542	0.478260869565217	0.571428571428571	0.647058823529412
1999850	0.666666666666667	0.807692307692308	1
6272662	0.958333333333333	0.740740740740741	1
2692791	0.318181818181818	0.111111111111111	0.0588235294117647
5052451	0.117647058823529	0.181818181818182	0.333333333333333
3769921	0.4	0.291666666666667	0.615384615384615
640664	0.238095238095238	0.230769230769231	0.625
4943995	0.791666666666667	0.615384615384615	0.9
5338310	0.92	0.703703703703704	0.526315789473684
2321808_1	0.260869565217391	0.333333333333333	0.523809523809524
2321808_2	0.260869565217391	0.333333333333333	0.523809523809524
6538078	0.230769230769231	0.44	0.0625
3624458_1	0.28	0.0869565217391304	0
3624458_2	0.28	0.0869565217391304	0
4992586	0.52	0.333333333333333	0.571428571428571
4694246	0.888888888888889	0.727272727272727	1
1100219_1	0.285714285714286	0.206896551724138	0
1100219_2	0.285714285714286	0.206896551724138	0
1738607	0.48	0.5	0.523809523809524
96941	0.722222222222222	0.72	1
3934207	0.789473684210526	0.65	0.6
5117626	0.25	0.375	0.277777777777778
3436535	0.269230769230769	0.304347826086957	0
6273612	0.91304347826087	0.75	0.857142857142857
2869205	0.181818181818182	0.233333333333333	0
446707	0.291666666666667	0.354838709677419	0.5
4840344	0.173913043478261	0.233333333333333	0
1351039	0.730769230769231	0.681818181818182	0.888888888888889
1933888	0.647058823529412	0.526315789473684	0.6
